chr22	38057200	38075701	PICK1-202	19	+	ENSG00000100151.15	ENST00000404072.7	protein_coding	38057200,38057753,38059234,38065002,38067704,38069033,38070838,38071682,38072477,38073000,38073773,38074307,38074864	38057489,38057850,38059345,38065130,38067770,38069122,38070891,38071744,38072610,38073092,38073823,38074451,38075701	38057810	38075130
chr22	27978014	28679865	TTC28-201	32	-	ENSG00000100154.14	ENST00000397906.6	protein_coding	27978014,27985249,27989878,27990789,27992587,27993287,27996135,27998540,28001374,28014248,28030226,28094080,28096190,28098915,28101171,28105279,28107062,28163092,28296198,28297580,28306496,28629552,28679622	27983851,27985356,27990007,27990812,27992663,27993518,27996259,27999260,28001553,28014392,28030366,28094245,28096408,28099044,28101280,28105802,28108403,28163599,28296328,28297852,28306643,28629830,28679865	28679721	27982221
chr22	38078134	38083142	SLC16A8-201	41	-	ENSG00000100156.10	ENST00000320521.9	protein_coding	38078134,38080840,38081889,38082660,38083042	38078704,38081679,38082032,38082881,38083142	38082871	38078388
chr22	41976810	41998221	SEPT3-203	78	+	ENSG00000100167.20	ENST00000396426.7	protein_coding	41976810,41981645,41985984,41987206,41987622,41989567,41991573,41992664,41994290,41994621,41996902	41977074,41981836,41986112,41987287,41987759,41989684,41991668,41992763,41994341,41994714,41998221	41977065	41996965
chr22	32218476	32255341	SLC5A4-201	21	-	ENSG00000100191.5	ENST00000266086.5	protein_coding	32218476,32220920,32224267,32225655,32229194,32230968,32232899,32234873,32237244,32238985,32247411,32248743,32251770,32254142,32255195	32218725,32221022,32224482,32225823,32229344,32231075,32233034,32235093,32237324,32239090,32247515,32248802,32251874,32254213,32255341	32255327	32218514
chr22	42160013	42215442	TCF20-202	15	-	ENSG00000100207.18	ENST00000359486.7	protein_coding	42160013,42168609,42169847,42179609,42209651	42161358,42168736,42169896,42179702,42215442	42215303	42168653
chr22	38656655	38673854	CBY1-201	49	+	ENSG00000100211.10	ENST00000216029.7	protein_coding	38656655,38668017,38670884,38671070,38673159	38656750,38668132,38670989,38671188,38673854	38668055	38673234
chr22	28794560	28800572	XBP1-207	77	-	ENSG00000100219.16	ENST00000611155.4	protein_coding	28794560,28796047,28796150,28797077,28799057,28800298	28795732,28796123,28796192,28797205,28799153,28800572	28800522	28795175
chr22	38685543	38700667	JOSD1-201	99	-	ENSG00000100221.10	ENST00000216039.9	protein_coding	38685543,38688935,38689296,38699803	38688001,38689129,38689424,38700667	38699985	38687902
chr22	42583722	42614962	POLDIP3-205	100	-	ENSG00000100227.17	ENST00000451060.6	protein_coding	42583722,42587506,42591955,42595537,42596186,42599698,42601970,42602770,42614799	42585968,42587572,42592084,42595614,42596365,42599793,42602107,42603160,42614962	42614855	42585791
chr22	23145326	23164350	RAB36-201	47	+	ENSG00000100228.12	ENST00000263116.6	protein_coding	23145326,23146605,23150063,23152461,23153033,23155968,23157992,23158898,23159163,23160879,23161500	23145551,23146685,23150154,23152526,23153134,23156032,23158043,23158979,23159253,23160998,23164350	23145366	23161562
chr22	32801701	32863043	TIMP3-201	11	+	ENSG00000100234.11	ENST00000266085.6	protein_coding	32801701,32849452,32857249,32858017,32859180	32802122,32849534,32857360,32858138,32863043	32802002	32859375
chr22	50343331	50444374	PPP6R2-204	45	+	ENSG00000100239.15	ENST00000395744.7	protein_coding	50343331,50372020,50393893,50406689,50414552,50416092,50418867,50419349,50422254,50423462,50431173,50432265,50434966,50436367,50437506,50437843,50438174,50438599,50439701,50439961,50440822,50443866,50444199	50343550,50372150,50394135,50406875,50414689,50416157,50418979,50419462,50422380,50423614,50431382,50432329,50435081,50436452,50437603,50437900,50438298,50438762,50439857,50440049,50441026,50444117,50444374	50393909	50444245
chr22	38735909	38794143	SUN2-203	62	-	ENSG00000100242.15	ENST00000406622.5	protein_coding	38735909,38738173,38738587,38738873,38739342,38739722,38740267,38741007,38741494,38742301,38745684,38748713,38749766,38750225,38750898,38751210,38752507,38766234,38794068	38736380,38738265,38738754,38738988,38739426,38739943,38740432,38741050,38741571,38742555,38745811,38748783,38749859,38750320,38751035,38751373,38752665,38766333,38794143	38752626	38736267
chr22	29058672	29061844	C22orf31-201	40	-	ENSG00000100249.4	ENST00000216071.4	protein_coding	29058672,29060415,29061790	29059182,29060843,29061844	29061790	29058742
chr22	29327682	29388583	AP1B1-202	55	-	ENSG00000100280.16	ENST00000357586.6	protein_coding	29327682,29329712,29330378,29330623,29331449,29331787,29334265,29338990,29339754,29340656,29341501,29342285,29349218,29350035,29351171,29351705,29354650,29356426,29358726,29359824,29363001,29367207,29388424	29328895,29329720,29330532,29330709,29331533,29331916,29334410,29339133,29339774,29340857,29341760,29342383,29349383,29350150,29351266,29351825,29354871,29356616,29358971,29359959,29363106,29367270,29388583	29367241	29328821
chr22	50578949	50582999	CHKB-201	24	-	ENSG00000100288.19	ENST00000406938.2	protein_coding	50578949,50579426,50579727,50579974,50580190,50580358,50580565,50581420,50581749,50582249,50582558	50579255,50579507,50579830,50580082,50580271,50580416,50580660,50581553,50581862,50582357,50582999	50582779	50579181
chr22	29505879	29553782	THOC5-216	42	-	ENSG00000100296.13	ENST00000490103.5	protein_coding	29505879,29511106,29512021,29517029,29517263,29519006,29520008,29520998,29525838,29528078,29528426,29529162,29531831,29536624,29539330,29542859,29543429,29544460,29549052,29553671	29508520,29511296,29512136,29517116,29517366,29519120,29520104,29521099,29525946,29528177,29528466,29529239,29531963,29536738,29539476,29542956,29543542,29544603,29549158,29553782	29549145	29508457
chr22	39097285	39104067	APOBEC3H-204	30	+	ENSG00000100298.15	ENST00000442487.7	protein_coding	39097285,39100272,39101237,39101918,39103689	39097343,39100428,39101504,39102042,39104067	39100279	39103695
chr22	29883155	30027880	MTMR3-204	64	+	ENSG00000100330.15	ENST00000401950.6	protein_coding	29883155,29957036,29970976,29978442,29978936,29988480,29991504,29998761,30002880,30007114,30007901,30009018,30012368,30013356,30016528,30017927,30019480,30022029,30022609,30025630	29883359,29957088,29971062,29978531,29979052,29988562,29991670,29998857,30002993,30007319,30008032,30009129,30012563,30013541,30016698,30018072,30020884,30022139,30022697,30027880	29971060	30025799
chr22	36189129	36204833	APOL4-203	95	-	ENSG00000100336.17	ENST00000352371.5	protein_coding	36189129,36195311,36199330,36201993,36204628	36191912,36195437,36199376,36202055,36204833	36202034	36191075
chr22	43879679	43892013	PNPLA5-201	25	-	ENSG00000100341.11	ENST00000216177.8	protein_coding	43879679,43881558,43884213,43886303,43887591,43889329,43889799,43891062,43891688	43880885,43881674,43884345,43886488,43887651,43889538,43889864,43891294,43892013	43891878	43880795
chr22	36253071	36267530	APOL1-206	44	+	ENSG00000100342.20	ENST00000426053.5	protein_coding	36253071,36254937,36257319,36261596,36265151	36253219,36254999,36257407,36261722,36267530	36254956	36266031
chr22	36281277	36388067	MYH9-201	41	-	ENSG00000100345.21	ENST00000216181.10	protein_coding	36281277,36284093,36284403,36285121,36285658,36285865,36286718,36288252,36288727,36289085,36291986,36293329,36293759,36294092,36294932,36295505,36296843,36298919,36300127,36300851,36301534,36302568,36303995,36305033,36305930,36306414,36309282,36312049,36314145,36316517,36318207,36319540,36320220,36320798,36321758,36322429,36326568,36327461,36341370,36348904,36387807	36282785,36284265,36284511,36285329,36285781,36285953,36286846,36288413,36288939,36289297,36292234,36293481,36293863,36294298,36295076,36295717,36297014,36299042,36300264,36301057,36301665,36302676,36304155,36305102,36306051,36306607,36309396,36312222,36314318,36316669,36318325,36319635,36320363,36320896,36321821,36322521,36326661,36327488,36341526,36349255,36388067	36349234	36282668
chr22	36487190	36507101	FOXRED2-204	15	-	ENSG00000100350.14	ENST00000397224.8	protein_coding	36487190,36493633,36495967,36497991,36501241,36504098,36504515,36505896,36507009	36490267,36493803,36496208,36498156,36501407,36504367,36504766,36506423,36507101	36506420	36490008
chr22	40177942	40335808	TNRC6B-202	3	+	ENSG00000100354.20	ENST00000335727.13	protein_coding	40177942,40246015,40251179,40261832,40264688,40273425,40277077,40277999,40279995,40285645,40300455,40300910,40301150,40308512,40310817,40312505,40312902,40315283,40315942,40321090,40322854	40178140,40246102,40251200,40262173,40267036,40273600,40277151,40278044,40280143,40285770,40300586,40301005,40301333,40308649,40310993,40312651,40312997,40315507,40316012,40321229,40335808	40178136	40323239
chr22	36758202	36776153	IFT27-201	95	-	ENSG00000100360.14	ENST00000340630.9	protein_coding	36758202,36762904,36763919,36766138,36767306,36767783,36775674	36758409,36763013,36764036,36766197,36767365,36767859,36776153	36775705	36758311
chr22	36800684	36819479	PVALB-201	36	-	ENSG00000100362.12	ENST00000216200.9	protein_coding	36800684,36813646,36815103,36816945,36819431	36800918,36813755,36815235,36817012,36819479	36817003	36800890
chr22	45190338	45240769	KIAA0930-202	6	-	ENSG00000100364.18	ENST00000336156.9	protein_coding	45190338,45197790,45199873,45202990,45203845,45205217,45205630,45205793,45211956,45240640	45197216,45197948,45200035,45203184,45203985,45205318,45205707,45205912,45212107,45240769	45240701	45197176
chr22	45308982	45341955	FAM118A-201	56	+	ENSG00000100376.11	ENST00000216214.7	protein_coding	45308982,45310028,45322371,45323175,45327842,45330603,45332425,45335350,45336328,45340386	45309650,45310183,45322426,45323427,45328063,45330731,45332710,45335382,45336411,45341955	45322380	45340403
chr22	37051739	37063390	KCTD17-201	29	+	ENSG00000100379.17	ENST00000402077.7	protein_coding	37051739,37053100,37056320,37057398,37059313,37060823,37061539,37062525	37051949,37053208,37056411,37057493,37059438,37060922,37061629,37063390	37051740	37062592
chr22	41245611	41286251	RANGAP1-201	97	-	ENSG00000100401.19	ENST00000356244.7	protein_coding	41245611,41249330,41249729,41251007,41252872,41254308,41256021,41256191,41256711,41257948,41261446,41264664,41268097,41274600,41280933,41285986	41246672,41249451,41249817,41251109,41252991,41254494,41256105,41256290,41256824,41258106,41261580,41264843,41268156,41274727,41281082,41286251	41281042	41246603
chr22	41525804	41544489	POLR3H-203	64	-	ENSG00000100413.16	ENST00000396504.6	protein_coding	41525804,41530687,41532094,41532659,41540699,41543991,41544428	41529336,41530888,41532157,41532745,41540795,41544121,41544489	41544099	41529283
chr22	46335714	46357340	TRMU-224	90	+	ENSG00000100416.13	ENST00000645190.1	protein_coding	46335714,46337779,46343262,46346422,46350291,46352121,46352264,46353767,46355444,46355990,46356842	46335846,46337944,46343368,46346544,46350463,46352174,46352330,46353867,46355588,46356072,46357340	46335765	46357004
chr22	49773283	49825900	BRD1-202	20	-	ENSG00000100425.18	ENST00000404034.5	protein_coding	49773283,49775591,49776050,49777034,49777678,49787390,49794034,49797805,49798558,49798988,49804204,49822951,49825730	49774416,49775745,49776159,49777161,49777813,49787494,49794294,49798117,49798686,49799119,49804360,49824331,49825900	49824315	49774233
chr22	50059391	50085902	MLC1-201	80	-	ENSG00000100427.15	ENST00000311597.9	protein_coding	50059391,50064034,50068433,50070527,50074216,50076841,50077401,50079918,50080344,50083084,50084726,50085355	50061657,50064198,50068555,50070583,50074332,50076912,50077502,50080019,50080397,50083173,50084961,50085902	50084900	50061583
chr14	88184893	88270911	KCNK10-201	17	-	ENSG00000100433.15	ENST00000312350.9	protein_coding	88184893,88187967,88192224,88227375,88240703,88263202,88270738	88186155,88188109,88192410,88227535,88240820,88263551,88270911	88270787	88185535
chr14	22598237	22613215	ABHD4-203	91	+	ENSG00000100439.10	ENST00000428304.6	protein_coding	22598237,22601667,22603390,22603925,22606422,22609724,22610859	22598329,22601755,22603762,22604079,22606533,22609910,22613215	22598307	22610946
chr14	24429286	24441834	KHNYN-201	54	+	ENSG00000100441.9	ENST00000251343.9	protein_coding	24429286,24430714,24431463,24432722,24432936,24436072,24436388,24437036	24429407,24430931,24432610,24432852,24433032,24436179,24436489,24441834	24430731	24437283
chr14	45115600	45135319	FKBP3-201	44	-	ENSG00000100442.10	ENST00000216330.7	protein_coding	45115600,45118028,45120887,45121485,45129794,45130699,45134349,45135259	45116252,45118125,45120954,45121620,45129901,45130800,45134806,45135319	45134454	45116198
chr14	24439766	24442803	SDR39U1-201	58	-	ENSG00000100445.17	ENST00000399395.7	protein_coding	24439766,24440783,24441674,24442178,24442346,24442754	24440492,24440926,24441795,24442260,24442452,24442803	24442767	24440083
chr14	30874892	30895029	COCH-212	36	+	ENSG00000100473.16	ENST00000643575.1	protein_coding	30874892,30875056,30877572,30878811,30879423,30880452,30880587,30884553,30885394,30885796,30889616,30894913	30874972,30875103,30877728,30878944,30879485,30880496,30880734,30884656,30885620,30886312,30889793,30895029	30874939	30889789
chr14	31025106	31096449	AP4S1-212	49	+	ENSG00000100478.14	ENST00000622409.4	protein_coding	31025106,31066126,31069843,31072905,31080573,31092907	31025298,31066334,31069929,31072973,31080584,31096449	31066197	31093033
chr14	50329404	50395899	CDKL1-203	98	-	ENSG00000100490.9	ENST00000395834.5	protein_coding	50329404,50332262,50334565,50338947,50341032,50342132,50344986,50359028,50395701	50330181,50332432,50334621,50339029,50341232,50342222,50345058,50359149,50395899	50395869	50330074
chr14	50725840	50831121	NIN-203	10	-	ENSG00000100503.23	ENST00000382041.7	protein_coding	50725840,50729523,50735516,50738140,50739308,50741582,50743416,50744243,50747992,50752518,50754563,50754742,50756492,50759857,50761790,50763826,50766307,50766780,50770388,50770852,50771332,50772301,50772949,50776949,50778765,50792712,50806737,50821874,50830464,50831006	50726066,50729723,50735617,50738286,50739487,50741728,50743529,50744365,50748105,50752733,50754632,50754867,50758630,50760359,50761911,50763964,50766396,50766890,50770562,50770992,50771468,50772468,50773095,50777139,50778804,50792881,50806818,50822077,50830517,50831121	50822054	50725872
chr14	50857891	50944456	PYGL-205	83	-	ENSG00000100504.16	ENST00000532462.5	protein_coding	50857891,50908271,50908821,50909895,50911730,50911978,50912156,50913029,50914701,50915336,50915825,50916642,50916962,50920541,50920956,50923969,50931673,50935107,50937736,50944161	50858169,50908337,50908955,50910102,50911871,50912036,50912303,50913130,50914815,50915499,50915971,50916734,50917105,50920623,50921067,50924100,50931776,50935185,50937837,50944456	50944401	50858089
chr14	50975262	51096061	TRIM9-201	23	-	ENSG00000100505.13	ENST00000298355.7	protein_coding	50975262,50979387,50981800,50998050,51000683,51009080,51010384,51022835,51025265,51094118	50977353,50979549,50982103,50998188,51000840,51009233,51010494,51022957,51025360,51096061	51094937	50977291
chr14	52707178	52727995	PSMC6-219	82	+	ENSG00000100519.11	ENST00000612399.4	protein_coding	52707178,52708309,52708483,52708764,52711101,52711410,52713881,52718081,52718229,52718977,52720861,52721110,52723965,52727499	52707304,52708388,52708522,52708816,52711168,52711524,52713968,52718142,52718352,52719038,52720981,52721190,52724036,52727995	52707178	52727615
chr14	53043968	53153282	DDHD1-202	69	-	ENSG00000100523.14	ENST00000357758.3	protein_coding	53043968,53054438,53055660,53058477,53061126,53062943,53072597,53073741,53091785,53093316,53103683,53152261	53046949,53054629,53055912,53058626,53061201,53063205,53072703,53073847,53091932,53093444,53103856,53153282	53153096	53046768
chr14	57469301	57493852	CCDC198-201	69	-	ENSG00000100557.9	ENST00000216445.7	protein_coding	57469301,57480595,57481559,57483065,57490989,57493493	57471590,57480754,57481660,57483151,57491071,57493852	57493713	57471355
chr14	76826372	76870206	LRRC74A-202	26	+	ENSG00000100565.15	ENST00000393774.7	protein_coding	76826372,76828291,76831203,76836207,76837875,76844423,76844820,76852365,76853216,76857380,76860693,76865968,76867356,76870125	76826583,76828419,76831375,76836314,76837971,76844472,76844901,76852450,76853410,76857475,76860839,76866075,76867438,76870206	76826496	76870147
chr14	58427385	58548023	KIAA0586-202	14	+	ENSG00000100578.14	ENST00000354386.10	protein_coding	58427385,58428238,58429363,58430648,58432388,58441221,58442706,58443954,58448340,58450579,58453350,58456702,58457759,58458473,58459843,58460986,58465835,58467735,58470613,58472199,58474607,58477123,58482513,58487007,58487887,58488621,58490164,58492144,58498783,58508555,58512522,58540071,58543883,58547781	58427637,58428463,58429433,58430717,58432457,58441343,58442880,58444175,58448493,58450746,58453473,58456810,58457979,58458545,58460070,58461160,58466029,58467922,58470723,58472279,58474797,58477241,58482712,58487166,58488109,58488874,58490240,58492275,58498960,58508709,58512627,58540136,58543967,58548023	58427629	58547974
chr14	77377133	77391497	SAMD15-201	17	+	ENSG00000100583.4	ENST00000216471.4	protein_coding	77377133,77380383,77391008	77379107,77380481,77391497	77377419	77391242
chr14	59188680	59369753	DAAM1-201	22	+	ENSG00000100592.15	ENST00000360909.7	protein_coding	59188680,59263441,59291217,59315280,59320490,59322892,59324128,59324351,59325664,59325960,59326510,59326933,59330501,59331209,59331813,59340074,59347539,59352526,59353876,59355165,59359397,59360802,59363651,59367429,59368650	59188768,59263660,59291306,59315351,59320584,59323225,59324238,59324454,59325730,59326077,59326648,59326991,59330688,59331508,59331920,59340180,59347623,59352632,59353964,59355333,59359504,59360862,59363782,59367599,59369753	59263478	59368857
chr14	77505997	77616773	SPTLC2-201	72	-	ENSG00000100596.6	ENST00000216484.6	protein_coding	77505997,77518038,77521446,77552096,77555300,77557041,77562396,77570384,77576767,77578955,77597186,77616448	77512403,77518167,77521581,77552222,77555519,77557146,77562489,77570508,77576915,77579109,77597380,77616773	77616577	77512284
chr14	92703844	92748679	LGMN-202	28	-	ENSG00000100600.14	ENST00000393218.6	protein_coding	92703844,92704640,92706483,92709672,92711659,92711837,92712805,92713823,92714376,92716136,92717380,92718747,92732649,92741062,92748489	92704361,92704707,92706653,92709872,92711748,92711955,92712871,92713885,92714451,92716221,92717461,92718844,92732815,92741179,92748679	92732784	92704319
chr14	77717599	77761190	SNW1-201	70	-	ENSG00000100603.13	ENST00000261531.11	protein_coding	77717599,77718367,77720711,77723181,77730988,77732485,77734947,77735937,77736971,77738778,77738966,77751319,77754967,77761114	77718286,77718530,77720828,77723277,77731129,77732601,77735012,77736006,77737075,77738884,77739061,77751480,77755120,77761190	77761125	77718088
chr14	60144120	60169856	DHRS7-201	22	-	ENSG00000100612.13	ENST00000216500.9	protein_coding	60144120,60149353,60150065,60152939,60153959,60156000,60165177,60169697	60145013,60149568,60150187,60153178,60154065,60156152,60165605,60169856	60165307	60144966
chr14	69259964	69357033	GALNT16-201	11	+	ENSG00000100626.16	ENST00000337827.8	protein_coding	69259964,69320711,69324692,69325337,69325962,69328450,69331464,69333085,69333497,69338651,69339527,69341681,69347040,69347877,69352031,69353332	69260467,69320868,69324790,69325404,69326027,69328571,69331551,69333169,69333600,69338777,69339619,69341764,69347181,69348002,69352170,69357033	69260291	69352166
chr14	69726900	69772004	SRSF5-203	81	+	ENSG00000100650.15	ENST00000553521.5	protein_coding	69726900,69766114,69768138,69768604,69768798,69769182,69770467,69770995,69771194	69727191,69767255,69768282,69768674,69768896,69769251,69770540,69771105,69772004	69768157	69771459
chr14	94561442	94569913	SERPINA4-202	58	+	ENSG00000100665.11	ENST00000555095.5	protein_coding	94561442,94563466,94566970,94568129,94569395	94561809,94564131,94567243,94568288,94569913	94563483	94569593
chr14	70044220	70189070	SLC8A3-203	19	-	ENSG00000100678.18	ENST00000357887.7	protein_coding	70044220,70048767,70051008,70051990,70055796,70063823,70166639,70188379	70046323,70049042,70051107,70052105,70055813,70063929,70168484,70189070	70168420	70045947
chr14	95086228	95158010	DICER1-203	24	-	ENSG00000100697.14	ENST00000526495.5	protein_coding	95086228,95091034,95091203,95093888,95095825,95099780,95103346,95105071,95105678,95106041,95107608,95107880,95108324,95111317,95112172,95113092,95115667,95116453,95117622,95124196,95126580,95129472,95130058,95131509,95132515,95133315,95140659,95141683,95157931	95090663,95091109,95091365,95094156,95096713,95099935,95104126,95105246,95105783,95106223,95107761,95108093,95108503,95111456,95112247,95113224,95115821,95116695,95117754,95124668,95126748,95129632,95130192,95131639,95132677,95133503,95140759,95141748,95158010	95133456	95090498
chr14	103715808	103733662	ZFYVE21-202	26	+	ENSG00000100711.13	ENST00000311141.6	protein_coding	103715808,103726792,103727746,103728908,103729091,103732620,103732983	103715979,103726842,103727914,103728983,103729182,103732762,103733662	103715842	103733016
chr14	95709967	95714196	TCL1A-203	87	-	ENSG00000100721.10	ENST00000554012.5	protein_coding	95709967,95711754,95712220,95713947	95710881,95711802,95712396,95714196	95714064	95711755
chr14	96363452	96387286	GSKIP-201	36	+	ENSG00000100744.14	ENST00000438650.5	protein_coding	96363452,96382247,96385523	96363568,96382505,96387286	96382248	96385682
chr14	73237497	73274640	PAPLN-202	75	+	ENSG00000100767.16	ENST00000340738.9	protein_coding	73237497,73239773,73244644,73245636,73246073,73249984,73250907,73251664,73252018,73252649,73253754,73254513,73254877,73258979,73259269,73260709,73261156,73262350,73263645,73264211,73264588,73265370,73266501,73266723,73268557,73272495	73237592,73239832,73244759,73245696,73246175,73250114,73251030,73251836,73252141,73252775,73253961,73254695,73255018,73259059,73259545,73260829,73261294,73262827,73263782,73264335,73264726,73265507,73266628,73266831,73268723,73274640	73239779	73272662
chr14	91457611	91510144	PPP4R3A-205	10	-	ENSG00000100796.17	ENST00000554684.5	protein_coding	91457611,91461381,91462049,91462735,91465250,91470837,91473033,91473239,91475850,91476408,91476909,91481576,91485632,91490747,91509506	91458869,91461607,91462239,91462877,91465419,91470995,91473135,91473370,91475966,91476524,91476986,91482193,91485730,91490802,91510144	91509645	91458759
chr14	23058567	23095614	ACIN1-201	85	-	ENSG00000100813.14	ENST00000262710.5	protein_coding	23058567,23061084,23061298,23062168,23062416,23062929,23063436,23064105,23064355,23065966,23069476,23078151,23078820,23079547,23081748,23089982,23090522,23093479,23094975	23059474,23061184,23061622,23062275,23062523,23063074,23063577,23064257,23064488,23066008,23069617,23078266,23079038,23080809,23081836,23090101,23090633,23093544,23095614	23095284	23059148
chr14	20311368	20333312	CCNB1IP1-206	57	-	ENSG00000100814.17	ENST00000437553.6	protein_coding	20311368,20313468,20316227,20317794,20325539,20326716,20329174,20333254	20311752,20313801,20316560,20317974,20325653,20326793,20329373,20333312	20316521	20311550
chr14	91965991	92040059	TRIP11-201	2	-	ENSG00000100815.12	ENST00000267622.8	protein_coding	91965991,91972717,91974627,91975172,91976108,91988284,91993809,91995352,91999240,91999968,92003419,92007640,92010986,92011755,92014215,92015696,92017682,92021556,92025310,92033192,92039547	91969893,91972861,91974743,91975286,91976189,91988383,91993912,91995515,91999433,92000108,92006448,92007852,92011072,92011795,92014577,92015861,92017750,92021831,92025420,92033253,92040059	92039683	91969673
chr14	20455191	20457772	APEX1-210	71	+	ENSG00000100823.11	ENST00000555414.5	protein_coding	20455191,20455578,20455914,20456668,20456991	20455338,20455703,20456101,20456860,20457772	20455646	20457506
chr14	23321289	23326185	PABPN1-201	65	+	ENSG00000100836.10	ENST00000216727.8	protein_coding	23321289,23322181,23322999,23323377,23323965,23324138,23325247	23321820,23322295,23323066,23323483,23324052,23324289,23326185	23321470	23325284
chr14	23636335	23645639	DHRS2-201	79	+	ENSG00000100867.14	ENST00000250383.10	protein_coding	23636335,23638827,23639179,23639794,23643152,23644111,23644409,23644827,23645142	23636772,23639004,23639356,23639895,23643219,23644162,23644543,23644882,23645639	23638865	23645251
chr14	34981957	35029567	SRP54-213	12	+	ENSG00000100883.11	ENST00000556994.5	protein_coding	34981957,34982898,34996677,34999558,35000936,35007283,35008627,35008774,35011509,35013346,35013802,35014744,35018692,35018966,35022910,35028088,35029061	34982002,34983215,34996787,34999649,35001020,35007387,35008693,35008831,35011659,35013494,35013902,35014830,35018765,35019074,35023080,35028183,35029567	34996710	35029150
chr14	24070837	24078100	CPNE6-201	59	+	ENSG00000100884.9	ENST00000397016.6	protein_coding	24070837,24071527,24072933,24073499,24074051,24074291,24074531,24074706,24075172,24075505,24075827,24076149,24076360,24076506,24076879,24077154,24077593,24077888	24071028,24071641,24073104,24073678,24074125,24074365,24074614,24074795,24075276,24075591,24075886,24076282,24076414,24076557,24077012,24077390,24077767,24078100	24072937	24077728
chr14	21385201	21456090	CHD8-221	10	-	ENSG00000100888.13	ENST00000645929.1	protein_coding	21385201,21390947,21391463,21391833,21392507,21393106,21393476,21394277,21394912,21395298,21395817,21397823,21399602,21399981,21400151,21400413,21400875,21401403,21401957,21402336,21403017,21403453,21405209,21405721,21406856,21408312,21408704,21409851,21412913,21414301,21414938,21415574,21415725,21426128,21427869,21428964,21431811,21456032	21386176,21391063,21391642,21391946,21392809,21393254,21394195,21394485,21395119,21395352,21395892,21397952,21399705,21400070,21400307,21400612,21401071,21401513,21402136,21402503,21403212,21403663,21405464,21405864,21407032,21408555,21408825,21409988,21412996,21414418,21414993,21415642,21415907,21426242,21428254,21429335,21431858,21456090	21431814	21385613
chr14	24114780	24125240	DCAF11-204	72	+	ENSG00000100897.17	ENST00000446197.7	protein_coding	24114780,24115382,24116917,24117266,24117668,24118055,24118388,24118750,24119145,24119559,24119711,24120838,24121365,24122971,24123175	24115293,24115749,24117044,24117393,24117732,24118155,24118534,24118804,24119213,24119616,24119896,24120991,24121517,24123077,24125240	24115595	24123307
chr14	35292317	35317478	PSMA6-215	13	+	ENSG00000100902.10	ENST00000622405.4	protein_coding	35292317,35308914,35310740,35312881,35314361,35317249	35292552,35308995,35310895,35313059,35314455,35317478	35308980	35317304
chr14	35401511	35404746	NFKBIA-201	100	-	ENSG00000100906.10	ENST00000216797.9	protein_coding	35401511,35402394,35402771,35403150,35403690,35404418	35402060,35402663,35402859,35403360,35403798,35404746	35404642	35402013
chr14	24171853	24180257	REC8-213	33	+	ENSG00000100918.12	ENST00000620473.4	protein_coding	24171853,24172467,24172713,24172899,24173126,24173291,24175543,24176822,24177141,24177353,24177465,24177709,24178091,24178606,24178777,24179085,24179397,24179595,24179800,24180010	24172365,24172608,24172781,24173041,24173198,24173411,24175624,24176901,24177222,24177383,24177541,24177758,24178222,24178672,24178916,24179133,24179463,24179726,24179906,24180257	24172553	24180093
chr14	24232422	24239242	GMPR2-202	51	+	ENSG00000100938.17	ENST00000355299.8	protein_coding	24232422,24233219,24233479,24235737,24235967,24237071,24237245,24237520,24238246,24238589	24232847,24233340,24233598,24235820,24236140,24237152,24237351,24237562,24238405,24239242	24233254	24238776
chr14	24265538	24271739	RABGGTA-201	34	-	ENSG00000100949.14	ENST00000216840.10	protein_coding	24265538,24266430,24266776,24267660,24267870,24268110,24268369,24268514,24268725,24268911,24269080,24269491,24269953,24270334,24270837,24271113,24271487	24265763,24266517,24266889,24267776,24267958,24268198,24268420,24268619,24268826,24268993,24269163,24269694,24270140,24270458,24270947,24271169,24271739	24271113	24265615
chr20	34928479	34956027	GSS-206	33	-	ENSG00000100983.10	ENST00000643188.1	protein_coding	34928479,34929401,34931336,34931939,34935576,34936763,34936943,34941713,34942488,34942931,34945953,34951724,34955870	34928951,34929590,34931417,34932133,34935642,34936840,34937023,34941829,34942627,34943006,34946098,34951860,34956027	34951850	34928828
chr20	46008908	46016561	MMP9-201	81	+	ENSG00000100985.7	ENST00000372330.3	protein_coding	46008908,46009866,46010483,46010922,46011143,46011574,46012137,46012427,46013255,46013657,46014124,46014371,46016250	46009064,46010098,46010631,46011050,46011316,46011747,46012313,46012582,46013534,46013796,46014274,46014474,46016561	46008927	46016366
chr20	25075436	25082365	VSX1-202	1	-	ENSG00000100987.14	ENST00000376709.8	protein_coding	25075436,25077685,25078829,25079436,25081673	25076550,25077865,25078952,25079514,25082365	25082094	25076261
chr20	25452826	25585517	NINL-203	19	-	ENSG00000101004.14	ENST00000422516.5	protein_coding	25452826,25455673,25458383,25461522,25462383,25467389,25469991,25478923,25480161,25481968,25489244,25489875,25491351,25496663,25498210,25500840,25503952,25504888,25510674,25512834,25517753,25526408,25585455	25453642,25455786,25458529,25461635,25462541,25467458,25470095,25479206,25480267,25482100,25489324,25489985,25491525,25496803,25498346,25501010,25504104,25505078,25510740,25513006,25517849,25526598,25585517	25526585	25453451
